,text,aspect1,aspect2,aspect3,aspect4,aspect5,aspect6,aspect7,aspect8,aspect9
174,thật hoàn_hảo máy đẹp lắm chức_năng hoạt_động chuẩn màn_hình sáng màu_sắc rực_rỡ mong_đợi cảm_ứng mượt_mà êm_ái pin trâu_bò luôn nha anh_em nói_chung hài_lòng lắm phục_vụ tốt giao hàng chất_lượng đúng quảng_cáo chế_độ hậu_mãi ro ràng chuẩn lắm anh_em ơi,1,1,1,0,0,0,1,0,0
175,sản_phẩm tốt tai nghe,0,0,0,0,0,0,0,1,0
176,hàng nhìn đẹp nhung câu hình chậm đơ đơ đôi khác cảm_ơn,0,0,0,0,0,0,0,0,0
177,sản_phẩm tốt chất_lượng giao hàng đúng ngày hẹn tôi kiểm_tra tất_cả ứng_dụng mượt chơi game xem phim lướt web êm cảm_ơn giao hàng đúng quảng_cáo giới_thiệu người_thân ủng_hộ duyệt 5,0,0,1,1,0,0,0,0,0
178,lượng sản_phẩm tuyệt_vời cơ_hội tiếp_tục ủng_hộ,0,0,0,0,0,0,0,0,0
179,màn_hình thay cảm_ứng tạm ổn,0,0,0,0,0,0,0,0,1
180,tốt tầm giá,0,0,0,0,0,0,0,0,1
181,đẹp giao hàng đúng hẹn sản_phẩm đóng_gói gọn_gàng chắc_chắn chất_lượng tốt test chức_năng ổn_định màn_hình cảm_ứng nhạy sắc nét camera trước_sau tuyệt_vời ứng_dụng hoạt_động chuẩn mạng chơi game lướt web mượt_mà lắm vừa_ý hài_lòng sản_phẩm cảm_ơn nhé,1,1,1,1,0,0,0,0,0
182,sp ok máy đẹp đóng_gói cẩn_thận nhiệt_tình giao hàng nhanh,0,1,0,1,0,0,1,0,0
183,hỗ_trợ nhiệt_tình ban_đầu máy lỗi nguồn uy_tín đổi máy khác đẹp cũ dùng ổn_định cảm_ơn chúc buôn may bán đắt,0,0,1,0,0,0,1,0,0
184,máy đẹp đúng mô ta ship nhanh đóng_gói chắc_chắn bóc mãi mới giao hàng nhanh sử_dụng kô biết thế_nào hài_lòng về sản_phẩm,0,0,0,0,0,0,0,0,0
185,điện_thoại tốt máy nguyên seal hàng chính hãng tư_vấn nhiệt_tình giao hàng nhanh,0,0,0,1,0,1,1,0,0
186,uy_tín giao hàng đúng quảng_cáo đúng ngày hẹn bề_ngoài mới 99 test ứng_dụng êm xem phim chụp hình sắt nét luôn pin trâu lướt web chơi game thật sướng nói_chung tôi vừa_ý đặt ở đơn hàng tới chúc thành_công khách_hàng nửa,1,1,1,1,0,0,0,0,0
187,vừa_mới nhận máy đẹp giao hàng nhanh kết_nối chậm xài lâu_dài biết 5,0,1,0,1,0,0,0,0,0
188,điện_thoại sử_dụng ngày tự tắt nguồn mở xài tiếp tự tắt nguồn chất_lượng thể diễn_tả,0,0,0,0,0,0,0,0,1
189,giao hàng lâu bù chủ nhiệt_tình chất_lượng sản_phẩm tốt mọi người mua ở nha uy tính,0,0,0,1,0,0,1,0,0
190,máy mới dùng tạm ổn sặc pin lâu tặng bao da cũ 5sao,0,0,0,0,0,0,0,0,0
191,even though the phone arrived without a box i was suspicious that it s not new it seems to be original and brand new i don t know why they didn t send it in a box the charger though is not a genuine nokia charger but works smoothly the battery is new and holds charge well,0,0,0,0,0,0,0,0,0
192,thật vãi chưởng bạn ạ tôi đặt điện_thoại đen chat chắc_chắn màu đen xong bên vân_vân ạ ạ cuối_cùng tôi màu hồng v xong chụp máy_cái tay cha trong máy tui biết tui lạy máy chà luôn đúng thật hàng xài bạn ạ hàng cũ,0,0,0,0,0,0,1,0,0
193,uy_tín giao hàng đúng hẹn chất_lượng máy tốt đúng quảng_cáo giá_cả hợp_lý chức_năng máy hoạt_động ổn_định nhân_viên bán hàng tâm khách_hàng chế_độ hậu_mãi rõ_ràng an_tâm sử_dụng sản_phẩm mọi người ủng_hộ,0,0,1,1,1,0,1,0,0
194,10 dành bán hàng tâm tầm hỗ_trợ nhiệt_tình hàng nguyên tem đóng_gói cẩn_thận cảm_ơn,0,0,0,1,0,1,1,0,0
195,giao hàng nhanh đóng_gói sản_phẩm đẹp chắc_chắn phục_vụ tốt mua been ee nhièu bh bh mua số tiền lớn ntn máy mô_tả về độ bền đợi time trả_lời quay ủng_hộ,0,0,0,0,0,0,0,0,0
196,tư_vấn trả_lời nhiệt_tình sản_phẩm nguyên seal màu trắng đẹp hiện_tại chờ cài tiếng việt mọi thứ ổn mong tốt lỗi_lầm cảm_ơn 3,0,1,0,0,0,1,1,0,0
197,sp rat dep 3utool xanh het mua ở hài_lòng,0,0,0,0,0,0,0,0,0
198,màn_hình cam chút xước chất_lượng hình_ảnh trung_bình đơ đóng_gói sản_phẩm tốt chắc_chắn nhiệt_tình,1,0,1,1,0,0,1,0,0
199,máy chính hãng digiworld rẻ đẹp pin trâu,1,1,0,0,1,1,0,0,0
200,sin mua máy đc 3 ngày máy xài mượt ứng_dụng nhanh nhạy tư_vấn nhiệt_tình gửi đúng màu đúng sản_phẩm cám_ơn lắm tặng 10,0,0,0,0,0,0,0,0,0
201,hello thích,0,0,0,0,0,0,0,0,0
202,đúng quảng_bá sản_phẩm đẹp chất_lượng chê đâu hoàn_thiện uy_tín giao hàng đúng ngày hẹn sản_phẩm đúng hàng chính hãng thật hài_lòng vừa_ý mọi người an_tâm sử_dụng sản_phẩm ee đánh_giá 5,0,1,0,1,0,1,0,0,0
203,tôi fan samsung công_nhận máy samsung thiết_kế cực đẹp máy mượt lỗi mọi thứ ổn camera chụp ảnh tuyệt_vời thiết_kế tràn viền đẹp bắt_mắt sang chảnh màu_sắc màn_hình sắc nét tuyệt đẹp chơi game cực_kỳ mượt chấp hết mọi game nặng màn_hình rộng sản p,1,1,1,0,0,0,0,0,0
204,máy nguyên seal chính hãng ủng_hộ tiếp,0,0,0,0,0,1,0,0,0
205,chuẩn_bị hàng nhanh gói hàng cẩn_thận chất_lượng tuyệt_vời,0,0,0,1,0,0,0,0,0
206,đẹp làm bất_ngờ sản_phẩm chất_lượng đúng quảng_cáo chức_năng cơ_bản ổn_định màn_hình sáng đẹp cảm_ứng nhạy lướt êm_ái cấu_hình mạnh_mẽ thật đáng đồng_tiền giới_thiệu bạn_bè người_thân ủng_hộ,1,1,1,0,1,0,0,0,0
207,điện_thoại đẹp nha mọi người dù mua kính đẹp vỏ xấu,0,1,0,0,0,0,0,0,0
208,hàng đẹp trầy_xước nói_chung hài_lòng chúc kàm ăn phát dạt nhu_cầu ủng_hộ,0,0,0,0,0,0,0,0,0
209,máy đẹp pin cầm nói_chung ngon bạn ạ tặng bao da sạc máy cũ ngon lắm in tờ hướng_dẫn mem ipad mới,1,1,0,0,0,0,0,1,0
210,giao hàng nhanh hàng chính hãng nguyên siu giá tốt giao đúng màu nhé mn,0,0,0,0,0,0,0,0,0
211,đong gói kĩ_càng sạc hộp đầy_đủ đt ok nói_chung hàng ok,0,0,0,0,0,0,0,0,0
212,máy đẹp tư_vấn nhiệt_tình,0,1,0,0,0,0,1,0,0
213,máy ok giao đủ phụ_kiện cam_kết trả_lời tin nhắn qua_loa chiếu_lệ nhiệt_tình đi trọng_tâm câu hỏi khách_hàng cân_nhắc giao_dịch,0,0,0,0,0,0,1,1,0
214,sài êm mượt nha cảm_ơn,0,0,0,0,0,0,0,0,0
215,hàng ok ạ vùng sáng nhỏ chắccdo đè tặng kèm thứ trải_nghiệm ms biết chlg,0,0,0,0,0,0,0,0,0
216,máy ngon trong tầm giá pin trâu xem youtube 3 ngày hết pin loa to nghe nhạc ngon,1,0,0,0,1,0,0,0,0
217,hàng tốt đầy_đủ phụ_kiện máy mới,0,1,0,0,0,0,0,1,0
218,điện_thoại mới mua 10 ngày trục_trặc liên_hệ nhắn_tin trả_lời phục_vụ thái_độ ém bán hàng sdt liên_lạc thẻ bảo_hành cg chẳng in sdt cửa_hàng,0,0,0,0,0,0,1,0,0
219,nhận hàng phun phụ_kiện mặc_dù đặt_hàng nghĩ nguyên một đt máy dùng mượt ngoại_hình đẹp,0,0,0,0,0,0,0,0,0
220,điện_thoại mới full hộp siêu đẹp cảm_ơn lắm ạ ủng_hộ tiếp,0,1,0,0,0,0,0,0,0
221,nhận sản_phẩm hiện_tại dùng thử xem mới phản_hồi đc sp,0,0,0,0,0,0,0,0,1
222,hàng dùng nhìn ok đóng_gói sản_phẩm chắc_chắn giao hàng nhanh ảnh video mang tính_chất minh_hoạ,0,1,0,1,0,0,0,0,0
223,bán co tam san phàm dung nhu mo ta đep,0,0,0,0,0,0,0,0,0
224,giao hàng chất_lượng tốt test ứng_dụng hoạt_động ổn_định màn_hình màu_sắc sáng_rực rỡ mong_đợi cảm_ứng nhạy chụp hình đẹp luôn tất_cả làm hài_lòng vừa_ý uy_tín giao hàng đúng quảng_cáo luôn ủng_hộ điểm 10 chất_lượng,1,0,1,0,0,0,1,0,0
225,đầu_tiên mua đt ee chọn mall thất_vọng hàng nguyên seal giá tốt thị_trường test chức_năng ok ngoại_trừ đặt chế_độ sạc nhanh hay 3 tiếng đầy 0 đến 100 nói_chung hài_lòng giá_cả chất_lượng,0,0,1,0,1,1,0,0,0
226,ok ngon kskskdjxlalskksskskslalalls keerrylaanc cckwksocc,0,0,0,0,0,0,0,0,0
227,sản_phẩm tốt trong tầm giá đáng tiền phục_vụ nhiệt_tình,0,0,0,0,1,0,1,0,0
228,điện_thoại ok ạ giao hàng nhanh,0,0,0,1,0,0,0,0,0
229,tuyệt_vời giao hàng giống quảng_cáo test e nó buổi hài_lòng m_ứng mượt cam chụp đẹp nghe gọi tốt to rõ giá_ hợp_lý chất_lượng giá ok giới_thiệu m_ơn,1,0,0,0,1,0,0,0,0
230,máy tốt chất_lượng đúng quảng_cáo nhiệt_tình tu vấn chuyên_nghiệp tôi hài_lòng về sản_phẩm phong_cách phục_vụ,0,0,0,0,0,0,0,0,0
231,sản_phẩm hợp giá tiền ổn giao hàng nhanh pin lâu chút tốt thôi tạm 5,0,0,0,1,1,0,0,0,0
232,chế_độ bảo hảnh ém thẻ bảo_hành ghi bảo_hành nguồn màn_hình bảo_hành trong 7 ngày đáng tin đánh_giá hiểu đc 3 hách phản_ảnh chặn luôn,0,0,0,0,0,0,1,0,0
233,cảm_ơn tư_vấn nhiệt_tình tư_vấn bạn tuyệt_vời con tư_vấn sản_phẩm tuyệt_vời cảm_ơn ủng_hộ,0,0,0,0,0,0,1,0,0
234,tuyệt ủng_hộ dài_dài,0,0,0,0,0,0,0,0,0
235,máy ổn_định ngoại_hình xấu nứt góc kính tiền,0,1,0,0,0,0,0,0,0
236,điện_thoại nguyên seal giao hàng nhanh đóng_gói chắc_chắn,0,0,0,1,0,1,0,0,0
237,tốt trong tầm giá chủ giữ chữ tín,0,0,0,0,0,0,0,0,0
238,đẹp máy mới_tinh uy_tín giao hàng chất_lượng đúng quảng_cáo cấu_hình mạnh_mẽ màu_sắc rực_rỡ mong_đợi thật hài_lòng vừa_ý giá_cả hợp_lý luôn ủng_hộ mọi người mua,1,1,0,0,1,0,1,0,0
239,sản_phẩm dùng xem phim lướt facebook chơi game mua đời cao 4 dùng mục_đích,0,0,0,0,0,0,0,0,1
240,5 nhé,0,0,0,0,0,0,0,0,0
241,hàng kém quảng_cáo cố màng hình thay dán keo tùm_lum thất_vọng khuyên ae đừng mua máy dc 90,0,0,0,0,0,0,0,0,0
242,hàng dùng ok tui mua thứ r mk tin_tưởng,0,0,0,0,0,0,0,0,1
243,giao hàng nhanh hỗ_trợ nhiệt_tình chờ up rom lên_tiếng việt đặc_biệt giá tốt mặt_bằng chung,0,0,0,1,1,0,1,0,0
244,người bán hàng tâm dùng ổn cảm_ơn,0,0,0,0,0,0,1,0,0
245,nhờ kiểm_tra kỹ gửi máy 98 99 n_hình ám tím phía nửa thời_gian vận_chuyển lâu nói_chung ưng lắm,1,0,0,1,0,0,0,0,0
246,giao nhanh chất_lượng khỏi chê xúc thứ,0,0,0,1,0,0,0,0,0
247,máy full box đầy_đủ phụ_kiện mô_tả chất_lượng máy đúng quảng_cáo thích phục_vụ ân_cần vui_vẻ tâm khách_hàng giá_cả hợp_lý giới_thiệu đến người_thân bạn_bè ủng_hộ đánh_giá 5,0,1,0,0,1,0,1,1,0
248,lời huyên bạn muốn bỏ số tiền nhận dc hên xui tiệm gần nhà tận_mắt chọn mua hàng trả_lời ch ch phản_hồi im một lời gọi điện 5 cuộc hông bốc máy hình_ảnh đt quảng_cáo hàng trưng_bày mới sử_dụng,0,0,0,0,0,0,0,0,1
249,điện_thoại đẹp giá tốt hài_lòng tuyệt_đối ủng_hộ vsmart trong thời_gian tới,0,1,0,0,1,0,0,0,0
250,đóng_gói hàng kỹ_lưỡng phụ_kiện kèm đầy_đủ xạc ốp lưng cường_lực điện_thoại tốt trong tầm giá 5,0,0,0,0,0,0,0,0,0
251,giao nhanh đóng_gói đẹp quan_tâm đến khách_hàng ân_cần sản_phẩm mới giá_cả rẻ khác,0,0,0,1,1,0,1,0,0
252,máy hình_thức đẹp android 9 rom shield lỗi đặc_biệt lỗi treo hay hết pin giữa_chừng biết ai _thể mạnh rẻ bền lỗi bình_thường chủ nhiệt_tình tận_tâm luôn trả_lời khách_hàng nhắn_tin gặp vấn_đề,1,1,0,0,0,0,1,0,0
253,chủ,0,0,0,0,0,0,0,0,0
254,cường_lực rít đường đời tôi,0,0,0,0,0,0,0,0,0
255,máy đẹp ạ ngoại_hình mới chức_năng dùng tốt cảm_ứng nhạy chụp hình đẹp test hài_lòng tôi mua dùm thôi test chức_năng ổn uy_tín giao hàng đúng hẹn sản_phẩm đúng quảng_cáo ok nhé,1,1,1,0,0,0,1,0,0
256,chất_lượng tốt đóng_gói kỹ dịp giới_thiệu người khác mua tiếp ở,0,0,0,1,0,0,0,0,0
257,hài_lòng về giao hàng điện_thoại tất_cả tốt cảm_ơn,0,0,0,0,0,0,0,0,1
258,giao hàng nguyên seal đúng mô_tả sản_phẩm tốt đóng_gói sản_phẩm đẹp chắc_chắn,0,0,0,1,0,1,0,0,0
259,điện_thoại tốt hiệu_năng update android 9 thứ 4 mua điện_thoại chất_lượng tuyệt_vời,0,0,1,0,0,0,0,0,0
260,đóng_gói sản_phẩm đẹp chắc_chắn thời_gian giao hàng nhanh,0,0,0,1,0,0,0,0,0
261,mua mak dùng thôi uy_tín nhiệt_tình cảm_ơn,0,0,0,0,0,0,0,0,0
262,dong goi can than san pham tot giao hang nhanh uy tin dong goi can than san pham tot giao hang nhanh uy tin,0,0,0,0,0,0,0,0,0
263,em nhận hàng gửi đẹp_mắt chất_lượng chê đâu cấu_hình cao mạnh giá tiền test chức_năng ổn giá_cả hợp túi_tiền vui nhận sản_phẩm đúng quảng_cáo giới_thiệu người_thân ủng_hộ,1,1,1,0,1,0,0,0,0
264,sản_phẩm tốt mong_đợi 5 có_điều kích_hoạt bảo_hành trc gần tháng,0,0,0,0,0,0,0,0,1
265,ơi nó hiện cột sóng đc đổi ạ,0,0,0,0,0,0,0,0,1
266,sản_phẩm tạm ổn trong tầm giá,0,0,0,0,0,0,0,0,1
267,máy dùng ổn màn đẹp sắc nét lắm ạ máy chút xước xát đeo ốp đẹp ổn pin dùng tốt đánh_giá loa nghe hay điện_thoại bất_ngờ về chất_lượng ipad 4 luôn cài sẵn youtube chrome dùng ổn,1,1,1,0,0,0,0,0,0
268,mua màu bạc gửi màu đen hỏi trả_lời kiểu báo bận luôn,0,0,0,0,0,0,1,0,0
269,đóng gọi cẩn_thận hàng đẹp thử chạy ok ủng_hộ lâu_dài cảm_ơn,0,0,0,0,0,0,0,0,0
270,yêu vkl máy ok mới í vote 5,0,0,0,0,0,0,0,0,1
271,đáng mua nhé mn bán hàng tâm lắm treo đầu dê bán thịt chó đâu hách_hàng trung_thành luôn í,0,0,0,0,0,0,0,0,1
272,uy_tín giao sản_phẩm đúng quảng_cáo pin đúng zin sạc nhanh cực_kỳ giá_cả tầm chất_lượng tốt hài_lòng an_tâm sử_dụng sản_phẩm,1,0,0,0,1,0,1,0,0
273,đúng chuẩn luôn giao hàng đúng quảng_cáo chất_lượng tốt test ứng_dụng chạy mượt_mà lắm pin trâu_bò luôn cảm_ứng lướt êm tay chụp hình sắt nét nhiệt_tình tận_tâm khách_hàng chế_độ hậu_mãi rõ_ràng giới_thiệu bạn_bè người_thân ủng_hộ,1,0,1,0,0,0,1,0,0
274,hình liên quán lắm máy o ạ ng lown sài o tuổi_trẻ xài nhìu tức đập đt lúc_nào hay,0,0,0,0,0,0,0,0,0
275,uy_tín giao hàng đúng ngày hẹn sản_phẩm chất_lượng tốt test ứng_dụng chạy êm pin trâu chụp hình sắt nét tôi vừa_ý cảm_ơn giao hàng đúng quảng_cáo ủng_hộ đơn hàng tiếp_theo,1,0,1,1,0,0,1,0,0
276,máy đẹp xước tí đầy_đủ phụ_kiện thẻ bảo_hành khong chụp c game mượt nóng,0,0,0,0,0,0,0,0,0
277,máy đẹp loa to sóng khoẻ pin lâu hài_lòng nhận hàng nhé,1,1,0,0,0,0,0,0,0
278,tốt nha,0,0,0,0,0,0,0,0,0
279,giao hàng chuẩn máy đẹp hoàn_thiện đến chi_tiết cấu_hình mạnh_mẽ màn_hình cảm_ứng nhạy màu_sắc rực_rỡ uy_tín nhiệt_tình khách_hàng chế_độ bảo_hành rõ_ràng yên_tâm sử_dụng sản_phẩm giới_thiệu bạn_bè người_thân ủng_hộ,1,1,0,0,0,0,1,0,0
280,oke trong tầm giá nhiệt_tình đáng mua,0,0,0,0,1,0,1,0,0
281,máy đẹp đầy_đủ phụ_kiện điện_thoại chất_lượng giá rẻ nhất thị_trường nhiệt_tình vui_vẻ cám_ơn nhé tặng chữ tuyệt_vời,0,1,0,0,1,0,1,1,0
282,đóng_gói cẩn_thận máy nhìn bắt_mắt nhận hàng xong tin nhắn bảo_hành samsung mọi người yên_tâm mua dc sản_phẩm chính hãng giá cực ưu_đãi nha,0,1,0,1,1,1,0,0,0
283,hàng o đóng_gói lỏng_lẻo chống soc dày_dặn dán eo chẳng chắc_chắn gói đt tưởng store gói gửi hàng sale 10,0,0,0,0,0,0,0,0,0
284,hàng 99 99 vết xước,0,1,0,0,0,0,0,0,0
285,mua dịp đc giảm tốt 5tr2 bh 2 tháng đổi hnay đặt mai đầu tiêb mua đồ giá_trị lớn mạng thương_mại đâm rét tư_vấn tận_tình dễ_thương mong chế_độ bảo_hành tốt cam_kết hẳn 0 nunnnnn,0,0,0,0,0,0,0,0,0
286,máy ok muot nhé,0,0,0,0,0,0,0,0,0
287,ok cảm_ơn,0,0,0,0,0,0,0,0,1
288,giao hàng nhanh phục_vụ _ý khách_hàng cover đi kèm đẹp máy mới luôn trầy nhỏ xiúuu sách hay truyện_tranh cân hết đáng tiền dịp lên_đời ủng_hộ tiếp,0,1,0,1,1,0,0,1,0
289,đầu_tiên mua đồ điện_tử mạng nói cực_kỳ hài_lòng máy cực đẹp mới_tinh test thử mọi chức_năng ok cảm_ơn,0,1,1,0,0,0,0,0,0
290,hàng tôt chất_lượng tư_vấn nhiệt_tình sảng phẩm nói_chung cực êm nha mn ‍ ️,0,0,0,0,0,0,0,0,0
291,đúng hàng chuẩn chất_lượng bàn_cãi nghe gọi tốt phục_vụ chuyên_nghiệp giao hàng pee dễ_thương tóm_lại hài_lòng,0,0,0,0,0,0,1,0,0
292,ok nhé mua t2 hài_lòng mn mua giá rẻ giao hàng nhanh máy nguyên seal,0,0,0,1,1,1,0,0,0
293,uy tin may dep,0,0,0,0,0,0,0,0,0
294,chính hãng 100,0,0,0,0,0,1,0,0,0
295,máy đẹp bề_ngoài mới 99 cảm_ứng nhạy màn_hình sáng màu_sắc đẹp ứng_dụng chạy êm mượt bắt wifi mạnh chơi game lướt web xem phim oke vừa_lòng cảm_ơn giao hàng đúng quảng_cáo giới_thiệu bạn_bè người_thân ủng_hộ nhé đánh_giá 5,1,1,1,0,0,0,0,0,0
296,đẹp ơi đúng hàng chính hãng luôn cấu_hình mạnh chơi game lướt web xem phim chạy mượt hết camera trước_sau sắt nét nói_chung hài_lòng về sản_phẩm cảm_ơn giao hàng đúng quảng_cáo giới_thiệu đến người_thân bình_chọn 5,1,1,1,0,0,1,0,0,0
297,máy o nge nhạc sử_dụng youtobe trong rỏ nét nói_chung la cực thích mới mua thích biết về ntn biết,0,0,0,0,0,0,0,0,0
298,điện_thoại đẹp n_hình đẹp âm_thanh tốt chụp hình xấu cảm_ứng lang mượt ai mua xài ok muốn mua xài hẳn lang lắm chơi game kh biết lang luôn kh phù_hợp giá_thành,0,0,0,0,0,0,0,0,0
299,sp lỗi tiếng xẹt xẹt trong máy khởi_động gần giống tiếng cam m biết lỗi nặng gọi cskh họ bảo mang đi bảo_hành thủ_tục đổi trả phiền_phức bận_bịu đi vắng ngày m muốn ủng_hộ hàng vn chấp_nhận lỗi nhỏ tới đi mua trực_tiếp,0,0,0,0,0,0,0,0,1
300,máy đẹp cầm máy tay cảm_giác thích test chức_năng ổn y_phim chụp hình sắt nét pin trâu chơi game lướt web êm lắm cảm_ơn giao hàng đúng quảng_cáo giới_thiệu đến người_thân bạn_bè ủng_hộ duyệt 5sao,1,1,1,0,0,0,0,0,0
301,3 ngày sd ổn sim ghépp ghép cx dễ nói_chung dùng okk màn xước to,0,0,0,0,0,0,0,0,0
302,nhận hàng điện_thoại hình máy mới khoảng 99 cảm_ứng mượt_ n_hình sáng đẹp chụp hình căng đét nghe gọi sóng mạnh web nhanh cày game bao mướt giá rẻ giá rẻ sài ngon lắm bác ạ bác lăn_tăn hốt liền,1,1,1,0,1,0,0,0,0
303,xài mượt lắm tiền mua tiếp giao hàng chính hãng luôn,0,0,1,0,0,1,0,0,0
304,máy oe nha mọi người phần máy zin hay zin biết dc sản_phẩm oe giao hàng há nhanh,0,0,0,1,0,0,0,0,0
305,túi_tiền nhiệt_tình,0,0,0,0,1,0,1,0,0
306,điện_thoại giao nhanh điện_thoại đẹo vấn_đề cục sạc tai nghe đầy_đủ,0,0,0,0,0,0,0,0,0
307,đầu_tiên kiểm_tra mọi ok xem thời_gian sử_dụng thế_nào nhanh_nhẹn 5,0,0,0,0,0,0,0,0,1
308,thật uy_tín giao hàng đúng hẹn sản_phẩm chất_lượng tốt giá_cả hợp_lý chế_độ bảo_hành rõ_ràng thật hài_lòng vừa_ý đánh_giá 5,0,0,0,1,1,0,1,0,0
309,máy đẹp long_lanh giao hàng nhanh hỗ_trợ up tiếng việt tốt máy nguyên seal tiếng việt chờ 7 ngày nhờ hỗ_trợ tiếp,0,1,0,1,0,1,0,0,0
310,máy ok nhá cảm_ơn mall luônn ủng_hộ,0,0,0,0,0,0,0,0,0
311,điện_thoại tốt giá tiền đáng tiền,0,0,0,0,1,0,0,0,0
312,máy dùng tốt có_điều loa nhỏ,1,0,0,0,0,0,0,0,0
313,tốt mong_đợi giá tốt chất_lượng ok phục_vụ nhiệt_tình chuẩn chính hãng sài tuần lỗi ngon,0,0,0,0,1,1,1,0,0
314,máy dùng ổn hài_lòng về sản_phẩm tương_lai mua hàng dài,0,0,0,0,0,0,0,0,1
315,ok lắm,0,0,0,0,0,0,0,0,0
316,mua hỏng sạc thay pin hác pin,0,0,0,0,0,0,0,0,1
317,săn sale hôm 77 2tr8 hời đt 6 53 inches 4 camera hình_ảnh âm_thanh mọi thứ tuyệt_vời thích,0,0,0,0,0,0,0,0,1
318,mới nhận đc hàng hồi chiều ơi chất_lượng tốt đóng_gói sản_phẩm kỹ_lưỡng máy cấu_hình mạnh_mẽ lắm chơi game chụp hình lướt web êm_ru uy_tín sản_phẩm mô_tả bình_chọn 5 uy_tín,1,0,1,1,0,0,1,0,0
